Order Qty (cases),List Type,SKU/MBLL Item Number,UPC/GTIN,Supplier,Brand,Type,Sub-Type,Description1,THC range,CBD range,Unit Vol/Size,Unit of Measure,Unit Price,Units Per Case,Case Price,Product Notifications
,CANNABIS AVAILABLE,45846,831510004338,CANNGROUP DEVELOPMENT CORP,DYMOND CONCENTRATES,VAPE,SINGLE USE W/BATTERY,DEATH BUBBA LIVE RESIN,568 - 648 mg/unit,.001 - 40 mg/unit,0.8,g,35.76,8,286.08,UPC CHANGE
,CANNABIS AVAILABLE,45847,831510004321,CANNGROUP DEVELOPMENT CORP,DYMOND CONCENTRATES,VAPE,SINGLE USE W/BATTERY,SOPHIE'S BREATHE LIVE RESIN,568 - 648 mg/unit,.001 - 40 mg/unit,0.8,g,35.76,8,286.08,UPC CHANGE
,CANNABIS AVAILABLE,45848,831510003829,CANNGROUP DEVELOPMENT CORP,DYMOND CONCENTRATES,VAPE,CARTRIDGE 510,PURPLE PUNCHSICLE THCA CART,740 - 840 mg/unit,.001 - 50 mg/unit,1,g,35.15,10,351.5, 
,CANNABIS AVAILABLE,45901,180889000251,GREENSEAL CANNABIS COMPANY LTD,GREENSEAL,DRIED FLOWER,WHOLE BUD/FLOWER,GORILLA BERRY 14G,220 - 280 mg/g,.0001 - 10 mg/g,14,g,72.47,4,289.88, 
,CANNABIS AVAILABLE,45902,180889000312,GREENSEAL CANNABIS COMPANY LTD,GREENSEAL,DRIED FLOWER,WHOLE BUD/FLOWER,CITRUS SKUNK 3.5G,220 - 270 mg/g,.0003 - 10 mg/g,3.5,g,20.02,12,240.24, 
,CANNABIS AVAILABLE,45903,180889000329,GREENSEAL CANNABIS COMPANY LTD,GREENSEAL,DRIED FLOWER,PRE-ROLLED,CITRUS SKUNK PR3X0.5G,220 - 270 mg/g,.0007 - 10 mg/g,1.5,g,9.76,24,234.24, 
,CANNABIS AVAILABLE,45906,694144008536,APHRIA INC,GOOD SUPPLY,DRIED FLOWER,WHOLE BUD/FLOWER,ALIEN DAWG 28G,190 - 250 mg/g,0 - 10 mg/g,28,g,74.74,12,896.88, 
,CANNABIS AVAILABLE,45909,694144013974,APHRIA INC,GOOD SUPPLY,DRIED FLOWER,WHOLE BUD/FLOWER,GOLDEN GOAT 3.5G,200 - 260 mg/g,.0003 - 10 mg/g,3.5,g,14.94,12,179.28, 
,CANNABIS CBD AVAILABLE,45912,806383000848,GROWTOWN,GROWTOWN,VAPE,CARTRIDGE 510,CHERRY BLOSSOM CBD VAPE CART,.1 - 45 mg/unit,700 - 765 mg/unit,1,g,17.54,12,210.48, 
,CANNABIS CBD AVAILABLE,45914,806383000831,GROWTOWN,GROWTOWN,VAPE,CARTRIDGE 510,CBD/CBG HYBRID ROSIN VAPE CART,.1 - 30 mg/unit,345 - 400 mg/unit,1,g,27.82,12,333.84, 
,CANNABIS AVAILABLE,45917,806383000824,GROWTOWN,GROWTOWN,VAPE,CARTRIDGE 510,PANAKEIA PURE CBG HYBRID ROSIN,.1 - 30 mg/unit,.1 - 30 mg/unit,1,g,30.98,12,371.76, 
,CANNABIS CBD AVAILABLE,45933,689285002741,DELTA 9 BIO-TECH,DELTA 9,DRIED FLOWER,WHOLE BUD/FLOWER,CBD SKUNK HAZE,30 - 60 mg/g,40 - 80 mg/g,28,g,70.00,6,420, 
,CANNABIS AVAILABLE,45945,817048000158,ORGANIGRAM INC,TREMBLANT CANNABIS,EXTRACTS INHALED,HASH,2G HASHISH,740 - 900 mg/unit,.001 - 10 mg/unit,2,g,28.07,12,336.84, 
,CANNABIS AVAILABLE,45946,671148405158,ORGANIGRAM INC,EDISON,VAPE,CARTRIDGE PROPRIETARY,PAX PRO LIMELIGHT,350 - 380 mg/unit,.001 - 5 mg/unit,0.5,g,29.81,12,357.72, 
,CANNABIS AVAILABLE,45947,671148409804,ORGANIGRAM INC,EDISON,VAPE,CARTRIDGE PROPRIETARY,PAX PRO CHERRY LIMELIGHT,350 - 380 mg/unit,.001 - 5 mg/unit,0.5,g,29.81,12,357.72, 
,CANNABIS AVAILABLE,45951,672632001351,HIGHLAND GROW INC,HIGHLAND GROW,DRIED FLOWER,WHOLE BUD/FLOWER,FROSTBITE 3.5G,240 - 300 mg/g,.0003 - 10 mg/g,3.5,g,31.47,24,755.28, 
,CANNABIS AVAILABLE,45969,628176705491,JOI BOTANICALS,JOI BOTANCIALS,DRIED FLOWER,PRE-ROLLED,PURPLE PUNCH MINTS #11 PR5X.5G,210 - 270 mg/g,.0004 - 30 mg/g,2.5,g,18.94,12,227.28, 
,CANNABIS AVAILABLE,45972,628176705774,JOI BOTANICALS,JOI BOTANCIALS,DRIED FLOWER,WHOLE BUD/FLOWER,SHERB BREATH 28G,180 - 240 mg/g,0 - 30 mg/g,28,g,115.54,4,462.16, 
,CANNABIS AVAILABLE,45973,628176705330,JOI BOTANICALS,JOI BOTANCIALS,DRIED FLOWER,WHOLE BUD/FLOWER,CAKE CRASHER #1 28G,220 - 280 mg/g,0 - 30 mg/g,28,g,151.51,4,606.04, 
,CANNABIS AVAILABLE,45980,800447001628,INDIVA INC,WANA QUICK,EDIBLES-CANDY/CHOCOLATE/CONFEC,CANDIES-OTHER,RISE & SHINE CLEMENTINE 2X4.5G,10 - 10 mg/unit,.001 - 1 mg/unit,9,g,5.40,12,64.8, 
,CANNABIS AVAILABLE,45981,628176844428,WEST ISLAND CULTURE,OUEST,DRIED FLOWER,WHOLE BUD/FLOWER,OREOZ 3.5G,250 - 310 mg/g,.0003 - 10 mg/g,3.5,g,28.48,12,341.76, 
,CANNABIS AVAILABLE,45982,628176844022,WEST ISLAND CULTURE,OUEST,DRIED FLOWER,WHOLE BUD/FLOWER,OREOZ 14G,250 - 310 mg/g,.0001 - 10 mg/g,14,g,98.65,6,591.9, 
,CANNABIS AVAILABLE,45990,628242301800,ACREAGE PHARMS LTD,FULL SESH,DRIED FLOWER,WHOLE BUD/FLOWER,PURPLE GELATO PUNCH 28G,200 - 250 mg/g,0 - .5 mg/g,28,g,111.10,6,666.6, 
,CANNABIS AVAILABLE,45991,628242300797,ACREAGE PHARMS LTD,FULL SESH,DRIED FLOWER,WHOLE BUD/FLOWER,PURPLE GELATO PUNCH 3.5G,200 - 250 mg/g,.0003 - .5 mg/g,3.5,g,25.91,12,310.92, 
,CANNABIS AVAILABLE,45996,816598000090,ALBERTA CRAFT CANNABIS INC,CAKE & CAVIAR BY HABITAT,DRIED FLOWER,WHOLE BUD/FLOWER,BLACK PEARL 3.5G,200 - 260 mg/g,.0003 - 10 mg/g,3.5,g,24.66,12,295.92, 
,CANNABIS AVAILABLE,46002,842572005768,CANNMART INC,TORRCANN CRAFT CANNABIS,DRIED FLOWER,PRE-ROLLED,DYSFUNCTION JUNCTION PR3X0.5G,200 - 260 mg/g,.0007 - 20 mg/g,1.5,g,12.30,12,147.6, 
,CANNABIS AVAILABLE,46003,842572002866,CANNMART INC,ROILTY,EXTRACTS INHALED,LIVE RESIN,PRIEST'S PUNCH LIVE RESIN,600 - 700 mg/unit,.001 - 50 mg/unit,1,g,25.89,12,310.68, 
,CANNABIS AVAILABLE,46004,842572003009,CANNMART INC,ROILTY,VAPE,CARTRIDGE 510,IMPERIAL PEACH DISTILLATE VAPE,800 - 900 mg/unit,.001 - 50 mg/unit,1,g,23.98,12,287.76, 
,CANNABIS AVAILABLE,46005,628045100402,CANNMART INC,PHYTO,VAPE,CARTRIDGE 510,SANTA CRUZ HAZE FULL SPEC VAPE,800 - 950 mg/unit,.001 - 50 mg/unit,1,g,29.20,12,350.4, 
,CANNABIS AVAILABLE,46023,688083010781,CANOPY GROWTH CORPORATION,DOJA,DRIED FLOWER,WHOLE BUD/FLOWER,DOJA OG DELUXE,240 - 300 mg/g,.0003 - 1 mg/g,3.5,g,24.53,12,294.36, 
,CANNABIS AVAILABLE,46028,685690180036,FREEDOM CANNABIS INC,FREEDOM CANNABIS,DRIED FLOWER,PRE-ROLLED,INDICA FLOWER PR10X0.3G,240 - 300 mg/g,10 - 60 mg/g,3,g,25.88,12,310.56, 
,CANNABIS AVAILABLE,46029,685690180043,FREEDOM CANNABIS INC,FREEDOM CANNABIS,DRIED FLOWER,PRE-ROLLED,INDICA FLOWER PR10X0.3G,240 - 300 mg/g,10 - 60 mg/g,3,g,25.88,12,310.56, 
,CANNABIS AVAILABLE,46030,685690180012,FREEDOM CANNABIS INC,FREEDOM CANNABIS,DRIED FLOWER,PRE-ROLLED,INDICA FLOWER PR10X0.3G,300 - 360 mg/g,10 - 60 mg/g,3,g,29.15,12,349.8, 
,CANNABIS AVAILABLE,46038,628582000357,AURORA CANNABIS ENTERPRISES (VANCOU,SAN RAFAEL '71,DRIED FLOWER,WHOLE BUD/FLOWER,PINK KUSH 3.5G,200 - 260 mg/g,.0003 - 10 mg/g,3.5,g,20.94,12,251.28, 
,CANNABIS AVAILABLE,46040,629108249144,AURORA CANNABIS ENTERPRISES (VANCOU,DAILY SPECIAL,DRIED FLOWER,PRE-ROLLED,SATIVA JS PR7X0.3G,200 - 240 mg/g,.0005 - 10 mg/g,2.1,g,11.07,12,132.84, 
,CANNABIS AVAILABLE,46041,629108250140,AURORA CANNABIS ENTERPRISES (VANCOU,DAILY SPECIAL,DRIED FLOWER,PRE-ROLLED,INDICA JS PR7X0.3G,200 - 240 mg/g,.0005 - 10 mg/g,2.1,g,11.07,12,132.84, 
,CANNABIS AVAILABLE,46042,671697171078,VIRIDIS NATURAL HEALTH PRODUCTS,VIRIDIS,DRIED FLOWER,PRE-ROLLED,CHOCOLOPE BLUNT PR1X1G,220 - 300 mg/g,.001 - 10 mg/g,1,g,11.17,25,279.25, 
,CANNABIS AVAILABLE,46044,671697151070,VIRIDIS NATURAL HEALTH PRODUCTS,VIRIDIS,DRIED FLOWER,PRE-ROLLED,GSC BLUNT PR1X1G,200 - 250 mg/g,.001 - 15 mg/g,1,g,11.17,25,279.25, 
,CANNABIS AVAILABLE,46050,684945000969,WPCP LTD,THE JEFFERY BY KUSHKRAFT,EXTRACTS INHALED,FORTIFIED PRE-ROLLED,THE GREEK PR3X0.5G,420 - 570 mg/unit,.001 - 75 mg/unit,1.5,g,22.64,24,543.36, 
,CANNABIS AVAILABLE,46051,842360014781,VOYAGE CANNABIS CORP,CANNA CABANA,EXTRACTS INHALED,SHATTER,PINK HAWAIIAN SHATTER 12X1G,700 - 850 mg/unit,.001 - 10 mg/unit,1,g,33.95,12,407.4, 
,CANNABIS AVAILABLE,46058,827763002726,THE GREEN ORGANIC DUTCHMAN,HIGHLY DUTCH ORGANIC,EXTRACTS INHALED,HASH,ORGANIC 6MO OAK BARREL HASH 2G,800 - 920 mg/unit,.001 - 40 mg/unit,2,g,28.27,12,339.24, 
,CANNABIS AVAILABLE,46059,827763002894,THE GREEN ORGANIC DUTCHMAN,TGOD,DRIED FLOWER,PRE-ROLLED,ORGANIC MAPLE KUSH PR3X0.5G,200 - 260 mg/g,.0007 - 20 mg/g,1.5,g,13.00,12,156, 
,CANNABIS AVAILABLE,46061,827763002887,THE GREEN ORGANIC DUTCHMAN,TGOD,DRIED FLOWER,PRE-ROLLED,ORGANIC CHERRY MINTS PR3X0.5G,200 - 260 mg/g,.0007 - 20 mg/g,1.5,g,13.00,12,156, 
,CANNABIS AVAILABLE,46063,689285002444,DELTA 9 BIO-TECH,DELTA 9,EXTRACTS INHALED,FORTIFIED PRE-ROLLED,SPACE STIX FORTIFIED PR2X0.5G,400 - 480 mg/unit,.001 - 10 mg/unit,1,g,16.52,12,198.24, 
,CANNABIS AVAILABLE,46065,879383001405,DYKSTRA GREENHOUSES,DG,DRIED FLOWER,MILLED/BLENDED,BLUE WIDOW 7G,210 - 260 mg/g,.0014 - 30 mg/g,7,g,36.24,24,869.76, 
,CANNABIS CBD AVAILABLE,46066,837575000551,GALAXIE BRANDS CORP,WYLD,EDIBLES-CANDY/CHOCOLATE/CONFEC,CANDIES-OTHER,WYLD STRAWBERRY 20:1 10 PACK,10 - 10 mg/unit,200 - 200 mg/unit,40,g,12.53,12,150.36, 
,CANNABIS CBD AVAILABLE,46071,628634343092,HYDRX FARMS LTD,HYDRX FARMS LTD.,EXTRACTS INGESTED,GEL CAPS,MEDISENOL 0:10 SOFTGELS,3.7 - 37.2 mg/unit,572.5 - 632.8 mg/unit,37.2,x,21.01,24,504.24, 
,CANNABIS AVAILABLE,46072,628634343108,HYDRX FARMS LTD,HYDRX FARMS LTD.,EXTRACTS INGESTED,GEL CAPS,MEDISENOL 10:0 SOFTGELS,572.5 - 632.8 mg/unit,3.7 - 37.2 mg/unit,37.2,x,24.79,24,594.96, 
,CANNABIS AVAILABLE,46083,628678595071,CANNMART INC,A-HA!,EDIBLES-CANDY/CHOCOLATE/CONFEC,CANDIES-GEL,WILD BERRIES 2X6.5G,10 - 10 mg/unit,.001 - .001 mg/unit,13,g,4.44,12,53.28, 
,CANNABIS CBD AVAILABLE,46084,842572000527,CANNMART INC,RILAXE,EXTRACTS INGESTED,INFUSED EDIBLE OILS,AIONIA CBD TINCTURE,.3 - 2.9 mg/unit,912 - 1054.5 mg/unit,28.5,g,21.82,12,261.84, 
,CANNABIS AVAILABLE,46086,842572005737,CANNMART INC,ROILTY,EXTRACTS INHALED,SHATTER,WHITE KNIGHT SHATTER,650 - 800 mg/unit,.001 - 50 mg/unit,1,g,22.35,12,268.2, 
,CANNABIS AVAILABLE,46094,848876001451,MOTIF LABS,FEATHER,EXTRACTS INGESTED,INFUSED EDIBLE SPRAYS,ORANGE CITRUS THC RAPID SPRAY,200 - 200 mg/unit,.001 - .001 mg/unit,7.5,g,20.98,24,503.52, 
,CANNABIS AVAILABLE,46103,628634495483,UPRYZE CANNABIS LTD,UPRYZE,DRIED FLOWER,PRE-ROLLED,HYBRID PR3X0.45G,190 - 240 mg/g,10 - 50 mg/g,1.35,g,10.24,24,245.76, 
,CANNABIS AVAILABLE,46104,628634495469,UPRYZE CANNABIS LTD,UPRYZE,DRIED FLOWER,PRE-ROLLED,INDICA PR3X0.45G,205 - 255 mg/g,10 - 50 mg/g,1.35,g,10.24,24,245.76, 
,CANNABIS AVAILABLE,46106,628634495452,UPRYZE CANNABIS LTD,UPRYZE,DRIED FLOWER,PRE-ROLLED,HYBRID PR3X0.45G,200 - 250 mg/g,10 - 50 mg/g,1.35,g,10.24,24,245.76, 
,CANNABIS AVAILABLE,46109,628634495353,UPRYZE CANNABIS LTD,UPRYZE,DRIED FLOWER,PRE-ROLLED,INDICA PR3X0.45G,250 - 300 mg/g,10 - 50 mg/g,1.35,g,12.66,24,303.84, 
,CANNABIS AVAILABLE,46111,628634495490,UPRYZE CANNABIS LTD,UPRYZE,DRIED FLOWER,PRE-ROLLED,HYBRID PR3X0.45G,200 - 250 mg/g,10 - 50 mg/g,1.35,g,11.57,24,277.68, 
,CANNABIS AVAILABLE,46112,812695001213,WESTERN CANNABIS,WESTERN CANNABIS,DRIED FLOWER,WHOLE BUD/FLOWER,SATFLW - POTG 3.5G,250 - 300 mg/g,.0003 - 10 mg/g,3.5,g,25.75,12,309, 
,CANNABIS AVAILABLE,46114,628634495551,UPRYZE CANNABIS LTD,UPRYZE,DRIED FLOWER,WHOLE BUD/FLOWER,HYBRID FLOWER 5G,280 - 350 mg/g,14 - 70 mg/g,5,g,36.40,12,436.8, 
,CANNABIS AVAILABLE,46120,812695001220,WESTERN CANNABIS,WESTERN CANNABIS,DRIED FLOWER,WHOLE BUD/FLOWER,SATFLW STRAWBERRY PUNCH 1G,250 - 300 mg/g,.001 - 10 mg/g,1,g,7.90,12,94.8, 
,CANNABIS AVAILABLE,46121,812695001183,WESTERN CANNABIS,MIDS,DRIED FLOWER,WHOLE BUD/FLOWER,HYBFLW PRAIRIE STASH 1G,200 - 250 mg/g,.001 - 10 mg/g,1,g,7.00,12,84, 
,CANNABIS AVAILABLE,46122,812695001190,WESTERN CANNABIS,MIDS,DRIED FLOWER,WHOLE BUD/FLOWER,SATFLW CHERRY PIE 1G,200 - 250 mg/g,.001 - 10 mg/g,1,g,7.00,12,84, 
,CANNABIS AVAILABLE,46148,841432014063,PEACE NATURALS INC,SPINACH,EDIBLES-CANDY/CHOCOLATE/CONFEC,CANDIES-GEL,DEEP DREAMZ THC+CBN 2X5G,10 - 10 mg/unit,.001 - .1 mg/unit,10,g,5.31,12,63.72, 
,CANNABIS AVAILABLE,46150,841432013264,PEACE NATURALS INC,SPINACH,VAPE,CARTRIDGE 510,BLACKBERRY KUSH CBN 1G CART,670 - 730 mg/unit,.001 - 10 mg/unit,1,g,30.24,12,362.88, 
,CANNABIS AVAILABLE,46152,800447001055,INDIVA INC,ARTISAN BATCH,DRIED FLOWER,WHOLE BUD/FLOWER,DONNY BURGER,200 - 260 mg/g,.0003 - 2.8571 mg/g,3.5,g,29.89,12,358.68, 
,CANNABIS AVAILABLE,46153,629108319144,AURORA CANNABIS ENTERPRISES (VANCOU,DAILY SPECIAL,EDIBLES-CANDY/CHOCOLATE/CONFEC,CANDIES-OTHER,SPICY PINEAPPLE HABANERO 1X4G,10 - 10 mg/unit,.001 - 1 mg/unit,4,g,3.36,12,40.32, 
,CANNABIS AVAILABLE,46156,837575000582,GALAXIE BRANDS CORP,CRUUZY,VAPE,CARTRIDGE 510,UBE COCONUT 510 THREAD CART,800 - 860 mg/unit,.001 - 20 mg/unit,1,g,32.61,12,391.32, 
,CANNABIS AVAILABLE,46165,688083011788,CANOPY GROWTH CORPORATION,TWEED,DRIED FLOWER,WHOLE BUD/FLOWER,ALIEN OG 3.5G,210 - 270 mg/g,.0003 - 1 mg/g,3.5,g,18.87,12,226.44, 
,CANNABIS AVAILABLE,46168,688083010873,CANOPY GROWTH CORPORATION,TWEED,DRIED FLOWER,WHOLE BUD/FLOWER,WEDDING CAKE 28G,220 - 280 mg/g,0 - 1 mg/g,28,g,91.00,6,546, 
,CANNABIS AVAILABLE,46170,688083011078,CANOPY GROWTH CORPORATION,DOJA,DRIED FLOWER,PRE-ROLLED,ULTRA SOUR PR3X0.5G,200 - 260 mg/g,.0007 - 1 mg/g,1.5,g,13.97,24,335.28, 
,CANNABIS AVAILABLE,46171,688083011085,CANOPY GROWTH CORPORATION,DOJA,DRIED FLOWER,PRE-ROLLED,OG DELUXE PR3X0.5G,200 - 260 mg/g,.0007 - 1 mg/g,1.5,g,13.97,12,167.64, 
,CANNABIS AVAILABLE,46174,628242802031,ENTOURAGE,COLOR CANNABIS,DRIED FLOWER,PRE-ROLLED,SPACE CAKE PR10X0.35G,200 - 260 mg/g,.0003 - 20 mg/g,3.5,g,16.76,18,301.68, 
,CANNABIS AVAILABLE,46175,628242801959,ENTOURAGE,COLOR CANNABIS,DRIED FLOWER,WHOLE BUD/FLOWER,SPACE CAKE 3.5G,220 - 280 mg/g,.0003 - 20 mg/g,3.5,g,19.42,18,349.56, 
,CANNABIS AVAILABLE,46228,685960000132,NATURAL MEDCO LTD,EVE & CO.,DRIED FLOWER,MILLED/BLENDED,READY TO ROLL BLEND,170 - 220 mg/g,.0001 - 10 mg/g,14,g,64.86,12,778.32, 
,CANNABIS AVAILABLE,46282,671148409798,ORGANIGRAM INC,EDISON,DRIED FLOWER,WHOLE BUD/FLOWER,COOKIEBERRY OG 3.5G,220 - 280 mg/g,.0003 - 1.5 mg/g,3.5,g,23.46,12,281.52, 
,CANNABIS AVAILABLE,46290,843087002020,WEED ME,BABYSITTER,VAPE,CARTRIDGE 510,GIRLS NIGHT IN VAPE CART,410 - 440 mg/unit,410 - 440 mg/unit,1,g,23.22,12,278.64, 
,CANNABIS AVAILABLE,46292,843087001993,WEED ME,BABYSITTER,VAPE,CARTRIDGE 510,LATE NIGHT SNACK VAPE CART,830 - 880 mg/unit,.001 - 50 mg/unit,1,g,29.93,12,359.16, 
,CANNABIS AVAILABLE,46294,843087002013,WEED ME,BABYSITTER,VAPE,CARTRIDGE 510,SWEET DREAMS VAPE CART,830 - 880 mg/unit,.001 - 50 mg/unit,1,g,29.93,12,359.16, 
,CANNABIS AVAILABLE,46296,843087001566,WEED ME,WEED ME,EXTRACTS INHALED,FORTIFIED PRE-ROLLED,DIAMOND DISTRICT FORT PR3X0.5G,570 - 705 mg/unit,.001 - 15 mg/unit,1.5,g,25.38,12,304.56, 
,CANNABIS AVAILABLE,46297,800447001635,INDIVA INC,WANA,EDIBLES-CANDY/CHOCOLATE/CONFEC,CANDIES-OTHER,LEMON ICED TEA FLAVOUR 1:1,10 - 10 mg/unit,10 - 10 mg/unit,9,g,4.79,12,57.48, 
,CANNABIS CBD AVAILABLE,46298,800447001840,INDIVA INC,WANA,EDIBLES-CANDY/CHOCOLATE/CONFEC,CANDIES-OTHER,CLASSIC MIDNIGHT BERRY CBN/CBD,10 - 10 mg/unit,50 - 50 mg/unit,22.5,g,8.80,12,105.6, 
,CANNABIS AVAILABLE,46302,843087001573,WEED ME,WEED ME,EXTRACTS INHALED,FORTIFIED PRE-ROLLED,DIAMOND DISTRICT FORT PR3X0.5G,570 - 705 mg/unit,.001 - 15 mg/unit,1.5,g,25.38,12,304.56, 
,CANNABIS AVAILABLE,46304,843087001887,WEED ME,WEED ME,DRIED FLOWER,PRE-ROLLED,GRAPE GAS PR3X0.5G,260 - 310 mg/g,.0007 - 10 mg/g,1.5,g,12.13,24,291.12, 
,CANNABIS AVAILABLE,46305,843087001900,WEED ME,WEED ME,DRIED FLOWER,PRE-ROLLED,DARK SHADOW HAZE PR3X0.5G,250 - 310 mg/g,.0007 - 10 mg/g,1.5,g,12.13,24,291.12, 
,CANNABIS AVAILABLE,46306,843087001450,WEED ME,WEED ME,DRIED FLOWER,PRE-ROLLED,CRYSTAL BALL KUSH PR3X0.5G,240 - 320 mg/g,.0007 - 10 mg/g,1.5,g,12.13,24,291.12, 
,CANNABIS AVAILABLE,46307,843087001474,WEED ME,WEED ME,DRIED FLOWER,PRE-ROLLED,MANDARIN COOKIE PR1X1G,220 - 290 mg/g,.001 - 10 mg/g,1,g,8.09,24,194.16, 
,CANNABIS AVAILABLE,46308,843087002693,WEED ME,WEED ME,DRIED FLOWER,PRE-ROLLED,LEMON Z PR1X1G,200 - 290 mg/g,.001 - 10 mg/g,1,g,8.09,24,194.16, 
,CANNABIS AVAILABLE,46319,628242321204,APHRIA INC,BROKEN COAST,EXTRACTS INHALED,LIVE RESIN,AMNESIA HAZE LIVE RESIN BUDDER,637 - 862 mg/unit,.001 - 20 mg/unit,1,g,35.74,6,214.44, 
,CANNABIS AVAILABLE,46320,694144014360,APHRIA INC,GOOD SUPPLY,EXTRACTS INHALED,LIVE RESIN,ORANGE FROST LIVE RESIN,552 - 747 mg/unit,.001 - 10 mg/unit,1,g,29.25,6,175.5, 
,CANNABIS AVAILABLE,46328,842650001088,BZAM MANAGEMENT INC,TABLE TOP,DRIED FLOWER,WHOLE BUD/FLOWER,LEMON CHEESECAKE,170 - 210 mg/g,0 - 10 mg/g,28,g,72.68,6,436.08, 
,CANNABIS AVAILABLE,46330,842650001071,BZAM MANAGEMENT INC,TABLE TOP,DRIED FLOWER,WHOLE BUD/FLOWER,ZOMBIE KUSH,160 - 220 mg/g,0 - 10 mg/g,28,g,72.68,6,436.08, 
,CANNABIS AVAILABLE,46331,826966013171,APHRIA INC,CANACA,DRIED FLOWER,WHOLE BUD/FLOWER,ROCKSTAR 7G,200 - 260 mg/g,.0001 - 10 mg/g,7,g,26.00,12,312, 
,CANNABIS AVAILABLE,46332,694144005238,APHRIA INC,GOOD SUPPLY,DRIED FLOWER,PRE-ROLLED,GROWER'S CHOICE HYBRID PR1X1G,170 - 230 mg/g,.001 - 10 mg/g,1,g,5.19,48,249.12, 
,CANNABIS AVAILABLE,46333,826966012877,APHRIA INC,CANACA,DRIED FLOWER,MILLED/BLENDED,INDICA 24 MILLED 7G,210 - 270 mg/g,.0014 - 10 mg/g,7,g,21.44,24,514.56, 
,CANNABIS AVAILABLE,46347,628242701914,CANADA'S ISLAND GARDEN INC,FIGR,DRIED FLOWER,WHOLE BUD/FLOWER,GO PLAY MANDARIN COOKIES,190 - 250 mg/g,0 - 2 mg/g,28,g,104.64,6,627.84, 
,CANNABIS AVAILABLE,46348,628242701723,CANADA'S ISLAND GARDEN INC,FIGR,DRIED FLOWER,WHOLE BUD/FLOWER,GO STEADY BLACK CHERRY PUNCH,200 - 260 mg/g,0 - 2 mg/g,28,g,104.64,6,627.84, 
,CANNABIS AVAILABLE,46349,628242701921,CANADA'S ISLAND GARDEN INC,FIGR,DRIED FLOWER,WHOLE BUD/FLOWER,GO STEADY SUNSHINE BUBBLE KUSH,220 - 280 mg/g,0 - 2 mg/g,28,g,104.64,6,627.84, 
,CANNABIS AVAILABLE,46353,628176705798,JOI BOTANICALS,JOI BOTANCIALS,DRIED FLOWER,WHOLE BUD/FLOWER,JET FUEL FUNK 28G,260 - 320 mg/g,0 - 30 mg/g,28,g,151.51,4,606.04, 
,CANNABIS AVAILABLE,46372,688083009426,CANOPY GROWTH CORPORATION,DOJA,DRIED FLOWER,WHOLE BUD/FLOWER,GARLIC CHEM,200 - 260 mg/g,.0003 - 1 mg/g,3.5,g,15.94,12,191.28, 
,CANNABIS AVAILABLE,46377,628634775295,UNDER THE SUN GROWERIES INC,KAZOO,VAPE,CARTRIDGE 510,CABANA BANANA VAPE CART 1G,780 - 880 mg/unit,.001 - 10 mg/unit,1,g,27.90,12,334.8, 
,CANNABIS AVAILABLE,46378,628634775202,UNDER THE SUN GROWERIES INC,KAZOO,VAPE,CARTRIDGE 510,GRAPES ON SKATES VAPE CART 1G,780 - 880 mg/unit,.001 - 10 mg/unit,1,g,27.90,12,334.8, 
,CANNABIS AVAILABLE,46380,628634775257,UNDER THE SUN GROWERIES INC,KAZOO,VAPE,CARTRIDGE 510,MELON MONROE VAPE CART 1G,780 - 880 mg/unit,.001 - 10 mg/unit,1,g,27.90,12,334.8, 
,CANNABIS AVAILABLE,46381,628634775233,UNDER THE SUN GROWERIES INC,KAZOO,VAPE,CARTRIDGE 510,MINT TO BE BAKED VAPE CART 1G,780 - 880 mg/unit,.001 - 10 mg/unit,1,g,27.90,12,334.8, 
,CANNABIS AVAILABLE,46384,628634775301,UNDER THE SUN GROWERIES INC,KAZOO,VAPE,SINGLE USE W/BATTERY,GRAPES ON SKATES 0.3G,234 - 264 mg/unit,.001 - 3 mg/unit,0.3,g,18.24,12,218.88, 
,CANNABIS AVAILABLE,46385,628634775318,UNDER THE SUN GROWERIES INC,KAZOO,VAPE,SINGLE USE W/BATTERY,MELON MONROE 0.3G,234 - 264 mg/unit,.001 - 3 mg/unit,0.3,g,18.24,12,218.88, 
,CANNABIS AVAILABLE,46386,688083011177,CANOPY GROWTH CORPORATION,DNA,EXTRACTS INHALED,FORTIFIED PRE-ROLLED,KOSHER KUSH FORT PR2X0.7G,504 - 588 mg/unit,.001 - 1.4 mg/unit,1.4,g,19.94,24,478.56, 
,CANNABIS AVAILABLE,46387,628634775349,UNDER THE SUN GROWERIES INC,KAZOO,VAPE,SINGLE USE W/BATTERY,MINT TO BE BAKED 0.3G,234 - 264 mg/unit,.001 - 3 mg/unit,0.3,g,18.24,12,218.88, 
,CANNABIS AVAILABLE,46388,628634775103,UNDER THE SUN GROWERIES INC,KAZOO,VAPE,SINGLE USE W/BATTERY,CABANA BANANA 1G,780 - 880 mg/unit,.001 - 10 mg/unit,1,g,29.54,12,354.48, 
,CANNABIS AVAILABLE,46391,628634775110,UNDER THE SUN GROWERIES INC,KAZOO,VAPE,SINGLE USE W/BATTERY,GRAPES ON SKATES 1G,780 - 880 mg/unit,.001 - 10 mg/unit,1,g,29.54,12,354.48, 
